text,label
Σύμφωνα με το πρόγραμμα του οασα την Πέμπτη το λεωφορείο έπρεπε να ξεκινήσει 9:40. Εγω περιμένω απο 9:40 στην πρώτη Υπαπαντή (4 στάσεις μετά το τέρμα) μαζί με άλλο κόσμο και δεν έχει περάσει ακόμα. Επίσης ενημερώθηκα οτι ακόμα δεν έχει φτάσει στο τέρμα για να ξεκινήσει για μας. Για το δρομολόγιο πρως αφετηρία,70
Το δρομολόγιο των 8:40 π.μ. δεν πραγματοποιήθηκε.,66
Τα δρομολόγια της γραμμής αυτής δεν εκτελούνται στη ώρα της.,0
Θα ήθελα να σας καταγγείλω το γεγονός ότι το δρομολόγιο 171 των 06:30 σήμερα την 30 Ιουνίου 2022 με αφετηρία από Βάρκιζα δεν εκτελέστηκε,65
"Καλησπέρα σας, θα ήθελα να αναφέρω το γεγονός ότι σήμερα 29/6 κ ώρα 20:45 ανά ώθησε από Κορωπί προς γλυφαδα το δρομολόγιο 120 και την ώρα που επιβιβαζονταν επιβάτες έκλεισε την πόρτα και μας έκανε σε όλους νόημα ότι δεν θα παραλάβει άλλους και έφυγε. Μείναμε στη στάση πίσω 5 άτομα και το λεωφορείο είχε μέσα αλλά τόσα που πρόλαβαν και μπήκαν. Παρακαλώ να μ απαντήσετε με ποιο δικαίωμα ο οδηγός αποφασίζει ότι δεν θέλει να παραλάβει άλλο κόσμο; επιπλέον σήμερα θεωρητικά υπήρχε 24ωρη απεργία. Ήταν υποχρεωτική η τέλεση αυτού του δρομολογίου ή ήταν στο χέρι του οδηγού? 
Με εκτίμηση,

Μαρινα Ντακου",124
"Ο οδηγός του δρομολογίου 735 οδηγεί άκρος επικίνδυνα, συντάσσω αυτή την αναφορά μετά από 3 περιστατικά που στα δύο ήμουν μάρτυρας (τα άλλα δύο θα αναφερθούν με τον ίδιο τρόπο εδώ από τους άλλους μάρτυρες) η καταγγελία γίνεται για προχθες το απόγευμα κινούμενος επί της Παναγίας Γρηγορούσης ο οδηγός λεωφορείου γραμμής 735 πραγματοποιούσε επυκυνδινους ελιγμους να με αποτρέψει να προσπεράσω με δίκυκλο μου. αυτό ξέρω ξέρω ότι η συμπεριφορά ήταν απλός επιθετική, αλλά σαν συνέχεια έκανε το εξής στρίβοντας δεξιά απ την παν. Γρηγορούσης προσ λιωσιων στάθμευσε το λεωφορείο πάνω ακριβός στη γέφυρα με έναν περίεργο ελιγμο κλείνοντας κ τα δυο ρεύματα,λόγο ότι κάτι τσιγκανες του κάναν σήμα να σταματήσει να τους επιβιβάσει χωρησ να έχει στάση λεωφορείου ακριβός πάνω στο γεφυράκι επί της λιωσιων. Και τις επιβιβάσε ανοίγοντας κανονικά τις πόρτες τον προσπέρασα και του είπα θα σε καταγγέλλω στον ΟΑΣΑ άρχισε να κορνάρει από πίσω μου είχα δουλειά κ δεν ήθελα να ασχοληθώ παιρετερο. Του το είπα απλά για να είναι πιο προσεκτικός , αλλά σήμερα τον είδα πάλι τον ίδιο στη πλατεία επί της αρχαιου θεάτρου να σταθμεύει το λεωφορείο να κατέυενει να περνάει καφέ και ξεπαρκαροντασ πήγε να πατήσει έναν άλλο διανομέα με δίκυκλο. Ο διανομέας είναι γνωστός μου και του είπα ότι και εγώ τον ίδιο με τα τατουάζ τον έχω παρατηρήσει να κάνει επικίνδυνα πράγματα με το λεωφορείο! Στη συνέχεια ήρθε κ ένασ άλλος φίλος 3 η ώρα ή 4 μας είπε ότι με το λεωφορείο έκανε αναστροφή στα φανάρια της λιωσιων και αρχείου θεάτρου κινούμενος δλδ προς Αθήνα γύρισε όλο το λεωφορείο αναστροφή 180 μοιρεσ πάνω στο φανάρι προσ κατεύθυνση Πάρνηθα. Διατιρω επιφυλάξεις εάν οι άλλοι δύο κάνουν τη καταγγελία",79
"Την 28-06 για ΠΟΛΛΟΣΤΗ ΦΟΡΑ ΔΕΝ πραγματοποιήθηκε το δρομολόγιο της γραμμής 229 Σταθμός Δάφνης - Πειραια , ωρα 07.40 
Θα πρεπει να καταστεί σαφές ότι το συγκεκριμένο δρομολόγιο εξυπηρετεί κυρίως εργαζόμενους και κάθε φορά που δεν πραγματοποιείται   α) υπάρχει καθυστερημένη άφιξη στην εργασία μας β) στο επόμενο δρομολόγιο ""σαρδελοποιουμαστε"" . 
Εφόοσον υπάρχει αδυναμία προγραμματισμού εκ μέρους της εταιρείας σας καλο θα ηταν ή να ακυρωθεί  το συγκεριμένο  δρομολογίο ή να επαναπρογραμματιστούν ορθολογικά  προκειμένου να παρέχεται η δυνατότητα στο επιβατικό κοινό  να προγραμματίζει την άφιξη  στην εργασία του και να μην εκτίθεται στον εργοδότη. 
Τονίζω δε ότι, οι επανειλημμένες καθυστερήσεις εκ μέρους του εργαζόμενου ενδέχεται να επιφέρουν ακόμα και τη λύση τςη εργασιακής σχέσης!!!!!

Αναμένω την  επίλυση του θέματος και επιφυλάσσομαι κάθε νόμιμου δικαιώματός μου.",102
"Λεωφορεία σαράβαλα, οι πόρτες και τα κουδούνια δεν λειτουργούν, τα δρομολόγια με μεγάλες καθυστερήσεις, έλλειψη τηλεματικής . Γυρίσαμε χρόνια πίσω. Κανένας έλεγχος για την λειτουργία? Θέλουμε να πάμε στην εργασία μας και τελικά θα την χάσουμε εξαιτίας σας. Eχω στείλει τόσα μηνύματα (έχω αρχείο) και δέν κάνετε τίποτα. Ούτε απάντηση!",12
"Καλησπέρα σας, 
Ανακοινώσατε 24ωρη απεργία στις 11 το βράδυ της προηγούμενης μέρας ; Τι απαράδεκτη απόφαση είναι αυτή ; Ο περισσότερος κόσμος δεν είχε ιδέα για την απεργία και στις στάσεις όπου δεν υπάρχει ηλεκτρονικός πίνακας περίμενε για ώρα!!! Θα δώσουμε το μισό μας μεροκάματο σε ταξί εξαιτίας της ανευθυνότητάς σας σαν οργανισμός! Κανένας σεβασμός στους πελάτες σας!",24
"Χαίρετε, 

Το να διεκδικείτε τα δικαιώματά σας είναι σωστό και σε αυτό είμαστε μαζί σας. Αλλά δεν είναι δικαίωμά σας καταδικάζετε όλους τους άλλους. Γιατί και εμείς που η μετακίνησή μας εξαρτάται από τη δουλειά σας, κωλοαφεντικά έχουμε. Νομίζετε ότι θα νοιαστούν που έχετε απεργίες και αργήσαμε στη δουλειά? Όχι. Θα τα ακούσουμε. Και όσο λείψουμε, δεν θα πληρωθούμε. Το ξέρετε ότι στην Ιαπωνία οι οδηγοί των ΜΜΜ όταν απεργούν, δουλεύουν κανονικά, αλλά δεν ζητούν εισιτήριο? Και χτυπάνε την εταιρεία εκεί που πονάει. Και αυτή ακούει τα αιτήματά τους. Εδώ στην Ψωροκώσταινα το τελευταίο που ξέρετε να κάνετε πολλοί από εσάς είναι να δουλεύετε, ακόμα και αν δεν έχετε απεργία. Και από ό,τι παρατηρώ καθηνερινά το μόνο που ξέρετε πολλοί, είναι να ζητάτε λεφτά. Το να παρέχετε ποιοτικές υπηρεσίες κανένας δεν το φροντίζει γιατί δεν είναι δική του δουλειά και δική του ευθύνη. Από ανεύθυνους άλλο τίποτα. Γιατί και όταν λειτουργείτε ακόμα, σκατά λειτουργείτε. Εμείς που πληρώνουμε για τον μισθό σας, στριμωχνόμαστε σαν τις σαρδέλες μέσα σε λεωφορεία με ζημιές, συχνά κιόλας πρόχειρα διορθωμένες, πχ το σπασμένο και ξεκολλημενο πάτωμα ξανακολλημένο με συρραπτικό. Έλεος! Και τρέχετε λες και είστε σε αγώνα ράλι και σταματάτε και ξεκινάτε απότομα, λες και θα φτάσουμε πιο γρήγορα έτσι, και χεστήκατε που ταρακουνιόμαστε όλοι και αναρρωτιόμαστε τότε αν έχετε δίπλωμα. Γιατί έτσι οδηγάμε και εμείς λεωφορείο που δεν έχουμε δίπλωμα. Ελπίζω λοιπόν να σταματήσετε να εκβιάζετε μια ολόκληρη πόλη και να γονατίζει η μετακίνησή της και στα αιτήματά που διεκδικείτε να ζητάτε και περισσότερα λεωφορεία για την κάθε γραμμή, και μειωμένη τιμή εισιτηρίου, και καλύτερη κατάσταση των οχημάτων, γιατί αλλιώς θα πάψουμε να είμαστε στο πλάι σας σε αυτή τη πάλη για τα δικαιώματά σας, αλλά εναντίον σας. Και καταλαβαίνετε ότι αυτό είναι καλό μόνο για τα μεγάλα αφεντικά.",78
"Το 205 ήταν να ξεκινήσει από το τέρμα με κατεύθυνση προς την αφετηρία στις 23:00 αλλά ξεκίνησε κάνα 5-7 λεπτά πιο νωρίς. Έχει γίνει κάτι αντίστοιχο αρκετές φορές με αποτέλεσμα να χάνουμε τα λεωφορεία κι επειδή δεν έχουμε αρκετά δρομολόγια ή λεωφορεία, να πηγαίνουμε αποστάσεις 25 λεπτών με τα πόδια ενώ με το λεωφορείο θα γινόταν σε 10 λεπτά. Παρακαλώ πολύ κάντε όντως συστάσεις (διότι λέτε ότι κάνετε αλλά τα ίδια θέματα έχουμε κάθε εβδομάδα ) και βάλτε παραπάνω δρομολόγια . Ευχαριστώ πολύ",95
ΔΕΝ ΣΤΑΜΑΤΗΣΕ ΤΟ ΛΕΩΦΟΡΕΙΟ ΣΤΗ ΣΤΑΣΗ ΑΝΤΙΠΛΟΙΑΡΧΟΥ ΠΑΝΑΓΙΩΤΗ ΒΛΑΧΑΚΟΥ ΚΑΙ ΑΓΧΙΑΛΟΥ. ΚΑΝΟΝΙΚΑ ΕΙΝΑΙ Η ΠΡΩΤΗ ΣΤΑΣΗ ΠΟΥ ΚΑΝΕΙ.ΕΙΜΑΣΤΑΝ 10 ΑΤ0ΜΑ ΚΑΙ ΕΙΧΑΜΕ ΣΗΚΩΣΕΙ ΚΑΙ ΤΑ ΧΕΡΙΑ.  ΕΧΕΙ ΕΠΑΝΑΛΗΦΘΕΙ ΚΑΙ ΑΛΛΕΣ ΦΟΡΕΣ.ΑΥΤΟ ΕΧΕΙ ΣΑΝ ΑΠΟΤΕΛΕΣΜΑ ΝΑ ΚΑΘΥΣΤΕΡΟΥΜΕ ΣΤΙΣ ΕΡΓΑΣΙΕΣ ΜΑΣ.,13
ΕΠΌΜΕΝΟ ΔΡΟΜΟΛΌΓΙΟ ΜΕΤΆ ΤΙΣ 20:10 ΣΤΙΣ 21:00 ΝΑ ΠΆΜΕ ΝΑ ΓΑΜΗΘΟΥΜΣ ΕΜΕΙΣ ΠΟΥ ΔΟΥΛΕΎΟΥΜΕ; ΓΑΜΩ ΤΗΝ ΠΑΝΑΓΙΑ ΣΑΣ ΚΑΙ ΤΗΝ ΜΆΝΑ ΣΑΣ ΤΗΝ ΠΟΥΤΑΝΑ,68
Το δρομολόγιο των 19.05 συμφωνα με το πρόγραμμα στην εφαρμογή του Οασα telematics δεν πραγματοποιήθηκε.,114
"Θα ήθελα να μάθω γιατί έχει μείνει αναπάντητο το ερώτημα μου για συγκεκριμένο δρομολόγιο της γραμμής 719 και ημέρας 17/06/22 το βράδυ . Πήρα απάντηση γενικότατη και όταν ρώτησα κάτι πολυ συγκεκριμένο , δεν πήρα ποτε απάντηση. Που πρέπει να απευθυνθώ για να μάθω γιατί έγινε αυτό που έγινε εν πασει περιπτωσει ;;;!!!!",93
ΠΡΟΚΕΙΤΑΙ ΓΙΑ ΤΗ ΓΡΑΜΜΗ 229 ΤΟΥ ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΟΥ ΔΡΟΜΟΛΟΓΙΟΥ  15:20  ΑΠΟ ΑΓ.ΔΗΜΗΤΡΙΟ-ΣΤ.ΔΑΦΝΗ ΜΕ ΚΑΤΕΥΘΥΝΣΗ ΠΡΟΣ ΠΕΙΡΑΙΑ. Ο ΟΔΗΓΟΣ ΕΚΑΝΕ ΧΡΗΣΗ ΚΙΝΗΤΟΥ ΤΗΛΕΦΩΝΟΥ ΕΝ ΚΙΝΗΣΕΙ. ΣΥΓΚΕΚΡΙΜΕΝΑ ΠΛΗΚΤΡΟΛΟΓΟΥΣΕ ΣΤΟ ΚΙΝΗΤΟ ΓΙΑ ΑΡΚΕΤΗ ΩΡΑ (ΤΟΥΛΑΧΙΣΤΟΝ ΑΠΟ ΤΗ ΣΤΑΣΗ ΙΑΣΟΝΟΣ ΟΠΟΥ ΕΠΙΒΙΒΑΣΤΗΚΑ  ΜΕΧΡΙ ΤΟΝ ΣΤΑΘΜΟ ΗΣΑΠ Ν.ΦΑΛΗΡΟΥ). ΣΧΕΤΙΚΗ ΚΛΗΣΗ ΕΓΙΝΕ ΣΤΟ ΚΕΝΤΡΟ ΑΜΕΣΗΣ ΔΡΑΣΗΣ.,102
"Εδώ και χρόνια τα καλοκαίρια, έχουμε το ίδιο θέμα με τα τρολευ της αφετηρίας οδού Βασιλέως Ηρακλείου. Καθ' όλη τη διάρκεια της στάσης τους που μπορεί να υπερβαίνει τα 15 λεπτά, αφήνουν ανοιχτό το air condition που έχει σαν αποτέλεσμα να βουίζουν από θόρυβο τα διαμερίσματα των διπλανώ και απέναντι πολουκατοικιών.  Κατόπιν παρέναισης σε κάποιος οδηγούς, αντιλαμβάνονται τη κατάσταση και σβήνουν τα air condition. Άλλοι όμως απαντώντας με απόλυτο και οριακά αγενές τρόπο απλά αδιαφορούν για αυτό που τους λέμε. Η κατάσταση ενοχλεί πολλά διαμερίσματα και απλά σας γράφω εγώ τώρα ως εκπρόσωπος τουλάχιστον 6 διαφορετικών διαμερισμάτων.
Καταλαβαίνουμε ότι τα τρόλευ χρειάζονται να πιάσουν κάποια θερμοκρασία, μα μπορούν να ανάβουν το air condition 3 λεπτά πριν φύγουν. Πολλές φορές που τα έχουν αναμμένα, δεν υπάρχουν επιβάτες μέσα, οι πόρτες και τα παράθυρα είναι ανοιχτά ή δεν είναι καν ο οδηγός μέσα στο λεωφορείο.
Επίσης αρκετοί οδηγοί - όχι όλοι, δεν σέβονται τς ώρες κοινής ησυχίας.
Όλο αυτό έχει σαν αποτέλεσμα για τουλάχιστον 15 ώρες της ημέρας να αναγκαζόμαστε να κλείνουμε τις μπαλκονόπορτες μας και να είμαστε καλοκαιριάτικα κλεισμένοι μέσα στο σπίτι. Δύο μωρά, διοαφορετικών οικογενειών έχει διαπιστωθεί ότι κλαίνε συνεχώς κατά τη διάρκεια του θορύβου των air condition.

Παρακαλούμε να επιμεληθείτε του θέματος γιατί η κατάσταση έχει οριακά 
αφόρητη για εμάς.

Αναμένω απάντηση σας.

Φιλικά,
Χρήστος Πυθαράς",8
"Καλησπέρα σας,

Θα ήθελα να πληροφορηθώ γιατί δεν πραγματοποιήθηκε το δρομολόγιο των 16:45, χθες 27/6. 
Ευχαριστώ.",91
εδω και 10 ημερες το δρομολογιο 120 απο προαστιακο για γλυφαδα μεταξυ 4 και μιση εως 5 και μιση δε περναει απο ηφαιστου 1.μονο στις εξι. περιμενει κοσμος μια ωρα και βαλε.παρακαλω πολυ μεριμνηστε ωστε τα δρομολογια να επανελθουν.εξαλλου υπαρχουν και δε ξερω για ποιο λογο δεν περνουν,124
"Καλημέρα σας,
Αλήθεια, είναι κάτι πραγματικά δύσκολο το να υπάρξει ενημέρωση στα Αγγλικά για όλους αυτούς τους αλλοδαπούς που σουλατσάρουν στην Αθήνα ως τουρίστες, και συστηματικά κυκλοφορούν με ΟΛΑ ΤΑ ΜΕΣΑ ΜΑΖΙΚΗΣ ΜΕΤΑΦΟΡΑΣ (ΚΑΙ ΔΗ ΤΟ ΜΕΤΡΟ), κάνοντας ότι δεν προσέχουν πως ΣΧΕΔΟΝ ΟΛΟΙ οι υπόλοιποι  επιβάτες φορούν - καλοκαιριάτικα - προστατευτική μάσκα; Και τέλος πάντων, αν για το θέμα του τουρισμού δεν είναι αρμόδιος ο Φορέας σας, δεν μπορεί να υπάρξει μία συνεργασία με το Υπουργείο Τουρισμού, ώστε το τελευταίο - μέσω των ποικίλων παρόχων υπηρεσιών (ξενοδόχοι, τουριστικοί πράκτορες κ.λ.π.) - να ΕΞΗΓΕΙ στους τουρίστες την ΕΠΙΣΗΜΗ ΠΟΛΙΤΙΚΗ της χώρας για την μετακίνηση με τα ΜΜΜ, τουλάχιστον στα αστικά κέντρα; 
Επίσης, τον τελευταίο καιρό, διάφοροι ""νεαροί"" και ""νεαρές"" κάπου εκεί γύρω στα 18 με 25 ( όχι ότι δεν υπάρχουν και μεγαλύτεροι βέβαια...) μπαίνουν στα ΜΜΜ (και δη στο Μετρό) χωρίς προστατευτική μάσκα, μάλλον - λέω εγώ τώρα - σαν πράξη αντίδρασης στο ""σύστημα"", γιατί (τις περισσότερες φορές) από την εξωτερική τους εμφάνιση και τα κινητά τους δεν φαίνονται να πένονται και να μην έχουν χρήματα για να αγοράσουν μάσκες....Πρέπει να υπάρξει κάποιο συμβάν ξυλοδαρμού σαν αυτό πριν μερικούς μήνες με έναν συνάδερφό (;) σας και να ασχοληθούν (κατόπιν ""εορτής"") τα ΜΜΕ, για να επιχειρηθεί κάποιου είδους νουθεσία ΟΧΙ ΙΣΩΣ ΜΟΝΟΝ ΣΕ ΑΥΤΗΝ ΤΗΝ ΗΛΙΚΙΑΚΗ ΟΜΑΔΑ, ΑΛΛΑ ΣΤΟ ΣΥΝΟΛΟ ΤΩΝ ΕΠΙΒΑΤΩΝ ;
Επειδή η υπόθεση Covid  ΔΕΝ ΠΡΟΚΕΙΤΑΙ ΝΑ ΤΕΛΕΙΩΣΕΙ ΣΥΝΤΟΜΑ, ίσως πρέπει τα δύο παραπάνω σημεία προσοχής να σας απασχολήσουν ΣΕ ΒΑΘΟΣ ΧΡΟΝΟΥ. Γιατί το φετινό καλοκαίρι - του οποίου οι συνθήκες στάθηκαν η αφορμή να συντάξω αυτό το κείμενο - κουτσά στραβά έχει φτάσει πια σχεδόν στη μέση.....",21
"Γύρω στις 22:15 με 22:35 περιμέναμε το λεωφορείο 224 στη στάση ""Πεδίον του Άρεως"" με κατεύθυνση προς Πολύγωνο. Ενώ γύρω στις 22:20 περίπου αναγραφόταν στον ηληκτρονικό πίνακα χρόνος 3 λεπτών, μετά εξαφανίστηκε από τον πίνακα το λεωφορείο και εμφανίστηκε αργότερα με χρόνο αναμονής 26 λεπτών. 
Μετά από αυτό, συνειδητοποίησα ότι το συγκεκριμένο λεωφορείο δεν πέρασε από την οδό Μπουμπουλίνας ( στάση Αγ. Βασίλειος), ώστε να περάσει και από το Πεδίον του Άρεως, αλλά έστριψε από Μαυροματαίων και πήγε κατευθείαν στη στάση Πανελλήνιος.
Αποτέλεσμα ήταν να χάσουμε το δρομολόγιο και να αναγκαστούμε να περιμένουμε μισή ώρα επιπλέον για το επόμενο δρομολόγιο και να μεταβούμε με τα πόδια στην επόμενη στάση.
Τa ερωτήματα που προκύπτουν είναι γιατί αυτή η αλλαγή, η οποία έχει ξαναγίνει, και το αν ο ΟΑΣΑ κρίνει απαραίτητο να ενημερώνεται το επιβατικό κοινό, με κάποιον τρόπο, για τις όποιες αλλαγές, ώστε  να μην ταλαιπωρείται, αλλά και να αντιμετωπίζεται με τον δέοντα σεβασμό.
Εκ μέρους και των υπόλοιπων επιβατών
Ευχαριστώ",25
"Καλησπέρα,
Τη Δευτέρα 27/06/2022 το δρομολόγιο των 09:10 122 από Σαρωνίδα προς Αργυρούπολη ,ξεκίνησε με τουλάχιστον δεκα λεπτά καθυστέρηση. Περίμενα στη στάση Άγιος Δημήτριος Λαγονήσι απο τις 09:10 και περασε 09:30 (απόσταση που είναι δέκα λεπτά) και επιβεβαίωσαν οι υπόλοιποι επιβάτες την καθυστέρηση εκκίνησης.
Επίσης, την Τρίτη 28/06/2022 το ίδιο δρομολόγιο 122 από Σαρωνίδα προς Αργυρούπολη την ίδια ώρα 09:10 περιμένοντας εγώ και μια ακόμα κυρία στη στάση Άγιος Δημήτριος από τις 09:10 δεν πέρασε τίποτα μέχρι και τις 09:36 που αναγκάστηκα να φύγω με ταξί επειδή θα έχανα τη δουλειά μου.
Είναι απαράδεκτο να μην υπάρχει συνέπεια και να μη γινονται καν δρομολόγια χωρίς ουδεμία τροποποίηση του ημερήσιου πλάνου δρομολογίων ονλινε ειδικά σε ωρες αιχμής που προσπαθούμε να πάμε στη δουλειά μας. Σε αναμονή άμεσης απάντησής σας.
(εχω στείλει επανειλημμένα μηνύματα για χαμένα δρομολόγια της συγκεκριμένης γραμμής και δεν έχω λάβει ουδεμία απάντηση, αναμένω απάντηση σε ολα)",0
"Καλημέρα σας, η γραμμή 305 δεν εμφανίζεται ποτε στην εφαρμογή για την παρακολούθηση του λεωφορειο. Ωστόσο και τα δρομολόγια δεν τηρούνται σωστα….παρακαλώ την άμεση επίλυση του προβλήματος καθώς υπάρχει αρκετός κόσμος που το χρησιμοποιεί για να πηγαίνει στην εργασια του.
Ευχαριστώ εκ των προτέρων.",70
"Το λεωφορειο που ξεκιναει απο το τερμα (προαστιακος) στις 17.00 δεν περασε ποτε απο την σταση ""Εκκλησια"" (περιπου στις 17.25 αναμενεται)Δηλαδη δεν εγινε ποτε το δρομολογιο .Αναμενω στη σταση μου σημειωτεον απο τις 17.05. Το λεοφωρειο τελικα περασε στις 18.05 ,το οποιο ηταν το επόμενο, που ξεκινησε 17.40 απο τέρμα ,όπως μου ειπε ο οδηγος.
Το ιδιο σκηνικό ειχε γινει και πριν 3 μέρες στις 24/06/2022.Πάλι δεν εγινε το δρομολογιο των 17.00.

Παρακαλω πολυ για τις  δικες σας ενεργειες ωστε να λυθει το θεμα και να με ενημερωσετε.",124
Μου χρεώθηκε η ανανέωση κάρτας απεριορίστων και από την χρεωστική μου και με μετρητά που δοκίμασα αργότερα επειδή στην χρεωστική δεν έδειχνε ότι προχωράει η συναλλαγή. Παρακαλώ όπως μου επιστραφούν τα λεφτά της διπλής χρέωσης στην κάρτα μου. Ο αριθμός της Ath Ena Card μου είναι 3001 0100 3939 3947. Ο αριθμός του αυτόματου πωλητή είναι 301 και βρίσκεται στο Μετρό Αγία Μαρίνα. Σας ευχαριστώ εκ των προτέρων.,120
Ο οδηγός δεν ξεκίνησε ποτε το δρομολόγιο των 19:45 ΑΠΑΡΆΔΕΚΤΟ ΝΑ ΧΆΝΟΥΜΕ ΤΙΣ ΔΟΥΛΕΙΕΣ ΜΑΣ,68
"Όσο αυξάνονται τα κρούσματα κορωνοϊού, τόσο αυξάνονται και οι επιβάτες που δεν φορούν μάσκα και πολλοί από αυτούς μάλιστα είναι και προκλητικοί .... κολλάνε δίπλα σου ..... Ο υπεύθυνος σταθμού Αγ.Μαρίνας, στη σχετική αναφορά, για το ότι δεν αποτρέπονται αυτοί οι επιβάτες και πώς μπορεί να εφαρμοστεί ο νόμος, απάντησε ότι μόνο η αστυνομία είναι αρμόδια. Ίσως να πρέπει να σκεφτείτε πώς θα διαχειριστείτε αυτή την κατάσταση και να λάβετε τα μέτρα σας πριν δημιουργηθούν χειρότερες καταστάσεις .............",1
"Επέστρεφα από την Αρχιτεκτονική και μετέφερα μακέτα τοποθετημένη στα πόδια μου χωρίς να πιάνει χώρο. Το λεωφορείο ήταν άδειο και ο οδηγός μου είπε ότι απαγορεύεται και ότι υπάρχει βιντεοσκοπηση. Τι ισχύει γιατί δεν μπορώ να καταλάβω, πως κάποιος άλλος μεταφέρει βαλιτσες ή τσάντες σουπερμάρκετ και σε εμένα έγινε αυτή η σύσταση και παρατήρηση.",4
"Καλησπέρα σας
είναι χρήσιμο στη φωνητική ανακοίνωση όταν το Χ95 φτάνει στην αφετηρία να μπει μια άλλη λέξη στην αγγλική εκδοχή καθώς οι τουρίστες δεν κατανοούν την λέξη αφετηρία και αναρωτιούνται εάν πρέπει να κατέβουν
σας ευχαριστώ για την προσοχή σας
Στ. Τσιακάλου",35
"Ο σύζυγος μου  επιβιβαστηκε στο χ96  από τη στάση πλατεία τερψιθεας στον Πειραιά  ο οδηγός κατέβαινε από το Όχημα και έλεγχε τα εισιτήρια των επιβατών. Όλοι οι επιβάτες τον παρακαλούσαν  να μην το επαναλάμβανε και η απάντηση του ήταν ""Να ξεκινούσατε νωρίτερα"". Στη συνέχεια οδηγούσε με τη  μικρότερη ταχύτητα ενώ δεν υπήρχε κίνηση. Αποτέλεσμα ο σύζυγος μου έχασε την πτήση του για Χίο που  είχαμε τους γάμους των Ανόι ψιών μας Η ψυχική μας  οδυνη είναι τεράστια. Θέλω  να μάθω  πως μπορώ να βρω  το συγκεκριμένο οδηγό που  μ ας έφερε τέτοια λύπη  Χρησιμοποιώ το Χ96 μια φορά κάθε μήνα ποτέ δεν είχα παράπονο Τώρα ξεχυλιζει η οργή  μου",33
"Καλησπέρα σας, 

Σήμερα το πρωί περίμενα στην στάση του 171 ( Μετρό Αργυρούπολης - Αφετηρία) από τις 08:50-5 έως τις 9:30 όπου και αναγκαστικά έφυγα με ταξί καθώς και τα 3 προγραμματισμένα δρομολόγια που υπήρχαν δεν ήρθαν ποτέ! Θεωρώ απαράδεκτο να αργεί τόσος κόσμος να πάει στην εργασία του και να αναγκάζεται να πληρώνει ταξί ενώ έχει πληρώσει εισιτήριο για παροχές που ποτέ δεν έλαβε! 
Παρακαλώ πολύ επιληφθείτε του θέματος ώστε να μην επαναληφθεί!",65
"Καλημέρα σας,

στο συγκεκριμένο δρομολόγιο που μετακινήθηκα στις 24.6.2022, όπως και κάθε φορά που χρησιμοποιώ (καθημερινά)  τη γραμμή 3 και 2 για να μετακινηθώ από τον Ευαγγελισμό μέχρι το Μεταξουργείο μετ' επιστροφής, η πυκνότητα των επιβατών είναι εξαιρετικά μεγάλη και οι μισοί περίπου δε φορούν μάσκα ούτε στις αποβάθρες, όπου η αναμονή είναι και 12' (Τρίτη βράδυ στην Ακρόπολη, ώρα 23:30!) ούτε μέσα στον συρμό. 
Παρακαλώ να λάβετε τα μέτρα σας για την προστασία μας (πύκνωση δρομολογίων, έλεγχος τήρησης μέσων προστασίας).

Ευχαριστώ",21
"Καλημέρα, σήμερα 27/6/2022 δεν πραγματοποιήθηκαν για άγνωστο λόγο στο επιβατικό κοινό τα προγραμματισμένα δρομολόγια των 8:10 & 8:25. Στην αφετηρία από όπου ξεκινάω ήταν παρκαρισμένο ένα λεωφορείο της γραμμής 308 από τις 8:05 και περίμενε να πάει 8:40 για να κάνει το δρομολόγιο του. Ο Ο οδηγός του  ρωτήθηκε σχεδόν από όλους όσους περίμεναν  τι συμβαίνει αλλά αδιαφορούσε. Του είπαμε να επικοινωνήσει με τον σταθμάρχη του και να κάνει αυτός τουλάχιστον το δρομολόγιο των 8:25 και μας απάντησε προκλητικά και αδιάφορα ότι αν ήθελε ο  σταθμάρχης να το κάνει θα του το έλεγε από μόνος του. 
Θέλω να τονίσω ότι αυτά τα 2 δρομολόγια είναι τα πιο σημαντικά γιατί όλοι πάμε στις δουλειές μας, χτυπάμε κάρτα και ελεγχόμαστε για την ώρα της προσέλευσης και είναι απαράδεκτο να χάνονται αυτά τα δρομολόγια. Πόσο μάλλον να υπάρχει λεωφορείο στην αφετηρία και ο οδηγός να ακούει μουσική από τα ακουστικά του και να αδιαφορεί για τον κόσμο. Επίσης ο συνωστισμός που επικράτησε όταν τελικά έφυγε το δρομολόγιο των 8:40 ήταν αδιανόητος και για τον Covid και για το γεγονός ότι μεταφέρονται άνθρωποι και όχι εμπορεύματα. Το τραγικότερο όμως είναι ότι το σημερινό δεν είναι η εξαίρεση αλλά ο κανόνας για τη γραμμή 308 που συνεχώς χάνονται δρομολόγια. Επιτέλους σεβαστείτε τους εργαζόμενους.",12
"Καλημέρα, η ώρα  αποχώρησης του λεωφορείου 308 από προαστιακό σταθμό Κορωπίου είναι 5:30,εγώ έφυγα 5:06  και μέχρι εκείνη την ώρα δεν είχε εμφανιστεί κανένα λεωφορείο.Το πρώτο δρομολόγιο πως γίνεται να καθυστερεί  ?Μέχρι το κέντρο υγείας  Κορωπίου  υπήρχανε πάνω από 15 άτομα που περιμένανε το λεωφορείο .",12
