,init_text,SOS,ents
478,"Καλησπέρα,

Θα ηθελα να ζητήσω αποζημίωση για εισητήριο αεροδρομίου (εκδοση απο Πετράλωνα) καθως το δρομολόγιο δεν πραγματοποιήθηκε με το σημερινό συμβάν στον Ευαγγελισμο. Λόγω ακύρωσης δρομολογίου δεν πρόλαβα την πτήση μου και είμαι άκρως απογοητευμένη.

Παρακαλώ οπως επικοινωνήσετε μαζί μου το συντομότερο. Εχω το εισητήριο στην κατοχή μου και ευχαρίστως να το επισυνάψω.

Ευχαριστώ,
Ζηνοβια Φραγκιαδάκη",1,"(αποζημιωση,)"
479,"ΔΕΝ ΕΧΩ ΛΌΓΙΑ ΝΑ ΠΕΡΙΓΡΆΨΩ ΑΥΤΟ ΠΟΥ ΈΓΙΝΕ ΣΉΜΕΡΑ ΕΙΛΙΚΡΙΝΆ!!
ΕΙΜΑΙ ΣΤΗ ΣΤΆΣΗ ΣΥΓΓΡΟΎ ΦΙΞ, ΚΑΤΕΎΘΥΝΣΗ ΠΡΟΣ ΧΑΛΆΝΔΡΙ!
ΚΆΝΩ ΝΌΗΜΑ ΣΤΟΝ ΟΔΗΓΌ(ΤΡΌΛΕΪ 10) ΝΑ ΣΤΑΜΑΤΉΣΕΙ ΔΕ ΣΤΑΜΆΤΗΣΕ!! ΤΡΈΧΩ ΣΕ ΌΛΟ ΤΟ ΔΡΌΜΟ ΤΟΝ ΠΡΟΛΑΒΑΊΝΩ ΣΕ ΚΌΚΚΙΝΟ ΦΑΝΆΡΙ ΣΤΑΜΆΤΗΜΕΝΟ, ΠΑΩ ΔΙΠΛΑ ΤΟΥ ΧΤΥΠΆΩ ΤΗΝ ΠΟΡΤΑ, ΤΟΝ ΠΑΡΑΚΑΛΑΩ ΝΑ ΑΝΟΊΞΕΙ ΓΙΑΤΊ ΘΑ ΈΧΑΝΑ ΤΗ ΔΟΥΛΕΙΆ ΜΟΥ, ΜΟΥ ΛΕΕΙ ""ΤΙ ΜΕ ΠΑΡΑΚΑΛΑΣ ΡΕ?"" ΚΑΙ ΕΝΏ ΤΟ ΦΑΝΆΡΙ ΉΤΑΝ ΑΚΌΜΗ ΚΟΚΚΙΝΟ ΔΕΝ ΆΝΟΙΓΕ ΚΑΙ ΚΟΊΤΑΖΕ ΑΠ ΤΗΝ ΑΛΛΗ!!
Ο ΟΔΗΓΌ ΣΑΣ ΕΊΝΑΙ ΣΚΟΥΠΙΔΙ ΚΑΙ ΘΑ ΠΡΕΠΕ ΝΑ ΝΤΡΈΠΕΤΑΙ ΚΑΙ ΣΕΙΣ ΚΙ ΑΥΤΟΣ ΠΟΥ ΦΈΡΕΤΑΙ ΈΤΣΙ ΣΤΟΥΣ ΑΝΘΡΏΠΟΥΣ ΠΟΥ ΠΡΟΣΠΑΘΟΥΝ ΝΑ ΤΑ ΒΓΆΛΟΥΝ ΠΕΡΑ!! ΠΕΡΙΜΈΝΩ ΤΗΛΈΦΩΝΌ ΚΑΙ ΤΟ ΟΝΟΜΑ ΤΟΥ ΟΔΗΓΟΎ!!!",1,"(χτυπαω,)"
480,"ΛΥΠΑΜΑΙ ΓΙΑΤΙ ΑΝΤΙ ΝΑ ΓΙΝΕΤΑΙ ΑΝΑΒΑΘΜΙΣΗ ΓΙΝΕΤΑΙ ΥΠΟΒΑΘΜΙΣΗ ΚΑΘΩΣ ΔΕΝ ΛΕΙΤΟΥΡΓΕΙ Η ΥΠΗΡΕΣΙΑ TELEMATICS ΚΑΙ ΣΥΧΝΑ ΧΑΝΟΥΜΕ ΤΑ ΛΕΩΦΟΡΕΊΑ!!
ΕΠΙΠΛΕΟΝ Η ΣΤΑΣΗ ΑΓΑΜΕΜΝΟΝΟΣ ΣΤΗ ΓΡΑΜΜΗ 535  ΚΑΤΑΝΤΗΣΕ ΕΦΙΑΛΤΗΣ!! ΚΑΠΟΙΑ ΛΕΩΦΟΡΕΊΑ ΣΤΑΜΑΤΑΝΕ ΚΑΙ ΚΑΠΟΙΑ ΟΧΙ ΜΕ ΑΠΟΤΈΛΕΣΜΑ ΝΑ ΜΗΝ ΜΠΟΡΟΥΜΕ ΝΑ ΠΑΜΕ ΣΤΗΝ ΕΡΓΑΣΊΑ ΜΑΣ .  ΟΙ ΟΔΗΓΟΙ ΜΑΣ ΒΡΙΖΟΥΝ! ΟΛΟΙ ΟΙ ΚΑΤΟΙΚΟΙ ΤΗΣ ΠΕΡΙΟΧΗΣ ΕΧΟΥΜΕ ΜΑΖΕΨΕΙ ΥΠΟΓΡΑΦΕΣ ΚΑΙ ΘΑ ΚΙΝΗΘΟΥΜΕ ΝΟΜΙΚΑ ΓΙ ΑΥΤΗ ΤΗ ΚΑΤΆΝΤΙΑ .
ΚΑΙ ΜΗΝ ΙΣΧΥΡΙΣΤΕΙΤΕ ΟΤΙ Η ΣΥΓΚΕΚΡΙΜΈΝΗ ΣΤΑΣΗ ΕΧΕΙ ΑΛΛΑΞΕΙ ΓΙΑΤΙ ΔΕΝ ΥΠΑΡΧΕΙ ΕΠΙΣΗΜΗ ΔΙΚΑΣΤΙΚΗ ΑΠΟΦΑΣΗ ΟΥΤΕ ΣΗΜΑΝΣΗ ΣΤΑΣΗΣ ΓΙΑ ΝΑ ΞΕΡΕΙ ΚΑΠΟΙΟΣ ΠΟΥ ΕΠΙΤΕΛΟΥΣ ΘΑ ΠΕΡΙΜΕΝΕΙ ΤΟ ΛΕΩΦΟΡΕΙΟ ΦΑΝΤΑΣΜΑ!",1,"(νομικα, δικαστικη)"
481,"Κατά την αναγραφόμενη ημέρα και ώρα οδηγός αρνήθηκε να σταματήσει στη στάση σερρων αναφεροντασ Οτι δεν χτυπήθηκε το κουδουνι που χτυπήθηκε κανονικα και με κατέβασε πέντε στάσεις πιο μετά όντας χειρουργημένη με  περιορισμό κινητικότητας να επιστρεφω 3 χιλιομετρα μακρια απο το σπιτι μου με
Τα ποδια  παρακαλώ όπως καταγράφει το γεγονός.",1,"(χτυπηθηκε, χτυπηθηκε)"
482,"Καθώς γύριζα από την εργασία μου , επιβαίνων στο 550 των 13:40 , φωνασκουσα στο τηλέφωνο και διαπληκτιστηκα με μια κυρία λεκτικά.  Τότε ένας νεαρός επιβατης ,  άρχισε να με χτυπάει με κινήσεις πολεμικών τεχνών,  ουρλιαζοντας είμαι fighter είμαι fighter . Εγώ αμυνθηκα ,όμως ένας άλλος κύριος,  μάλλον αλλοδαπός,  τον βοήθησε να με πετάξει κυριολεκτικά κλοτσηδον έξω απ το λεωφορείο πριν φτάσω στον προορισμό μου φωνάζοντας αεί γαμησου πουστη Χρυσαυγιτη,  γιατί ίσως κάποια λεγόμενα μου , στρατιωτικού περιεχομένου,  του φάνηκαν εθνικιστικά.  Το επάγγελμα μου είναι ΕΠ.ΟΠ στο Ναυτικό. Ο οδηγός δεν εμπόδισε καθόλου τη βίαιη σκηνή,  ίσα ίσα άνοιξε την πόρτα για να με πετάξουν",1,"(χτυπαει,)"
483,Στην 8η στάση ζωγράφου μετά από σήμα το λεωφορείο δεν σταμάτησε. 2η ημέρα που συμβαίνει. Παρακαλώ ενημερώστε με για ποιο λόγο συμβαίνει αυτό καθώς για τις αποζημιώσεις.,1,"(αποζημιωσεις,)"
484,"Καλησπέρα,

Σας αποστέλλω το παρόν, προκειμένου να περιγράψω τη κατάσταση που επικρατεί εντός της γραμμής 747 κατά τη διάρκεια των δρομολογίων που εκτελούνται, ειδικά τις πρωινές ώρες μεταξύ του διαστήματος 07:00-09:00, από τη Πετρούπολη προς τον σταθμό του ΜΕΤΡΟ στην Ανθούπολη.

Λόγω του ότι στη γραμμή αυτή, εκτελούν υπηρεσία ως επί το πλείστον μικρά λεωφορεία, η κατάσταση εντός τους τις ώρες αιχμής, είναι απελπιστική καθώς είναι ασφυκτικά γεμάτα.

Αυτό ενέχει τον κίνδυνο τραυματισμού επιβάτη και δημιουργεί μεγάλο αίσθημα δυσφορίας μεταξύ τους, που πολλές φορές οδηγεί σε διαπλικτησμούς. 

Ως εκ τούτου, παρακαλώ όπως άμεσα ενταχθούν στη γραμμή, μεγαλύτερα λεωφορεία, ειδικά τις ώρες αιχμής, προκειμένου να λυθεί το πρόβλημα.

Σας γνωρίζω επίσης, ότι μέχρι να λυθεί το συγκεκριμένο θέμα και που απαντήσετε θετικά, θα σας αποστέλλω καθημερινά και απο μία επιστολή.

Οι Δημόσιες συγκοινωνίες πρέπει να σέβονται τον επιβάτη.

Σας ευχαριστώ πολύ.",1,"(τραυματισμου,)"
485,"Σας το στέλνω σε πραγματικό χρόνο, είμαι στη στάση ΤΟΜΠΡΑ της γραμμής και έκανα σήμα στον οδηγό να σταματήσει, με αγνόησε ΠΑΝΤΕΛΩΣ και συνέχισε την πορεία του.

Έχει ξαναγίνει ανάλογο περιστατικό και πλέον θέλω κάτι απτό ως απάντηση στην καταγγελία μου, όχι απλά να ληφθεί υποψη• δεν ειναι τρόπος αυτός να συμπεριφερεται ένας δημόσιος υπάλληλος.",1,"(τομπρα,)"
486,"Πλήρωσα κανονικά ένα εισητηρια τωβ 90 λεπτών που έχει 1.20€ και μου τράβηξε από την καρτα 5.50€ και όταν πήγα να περάσω μου εμφάνιζε η καρτα μη έγκυρο και χρειάστηκε να ξανά βγάλω άλλη ένα είσητηριο με  μετρητά.
Θέλω να μου γίνει η επιστροφή χρημάτων πλήρωσα 5.50€ για ένα  εισιτήριο  που δεν λειτουργεί",1,"(εγκυρο,)"
487,"Καλησπέρα, 

Χθες το απόγευμα στον τερματικό σταθμό ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ της γραμμής 3, 2 νεαροί μπήκαν με ένα μικρό σκυλάκι, και πήγα στον Σταθμάρχη να τον ρωτήσω εάν επιτρέπεται να μεταφέρουμε με το ΜΕΤΡΟ ζωάκια………..με τα 1000 ζόρια σήκωσε το τηλέφωνο της ενδοεπικοινωνίας, όταν τον ρώτησα για τα ζωάκια, μου είπε ένα ξερό ΟΧΙ…..και ότι πρέπει να μεταφέρονται με τσαντάκι……..και όταν τον ρώτησα για το σκυλάκι που κρατούσαν οι 2 νεαροί πριν από λίγο και τους εξυπηρέτησε εκείνος , μου είπε ότι δεν το είδε…….και άμα θέλω να πάω στην Αστυνομία….!!!!! Για να τους κόψει πρόστιμο…….!!!! Και μου έκλεισε το τηλέφωνο στην μούρη !!!! και έκανε πως είχε δουλειά………….η ΑΓΕΝΙΑ και η ΑΠΡΟΘΥΜΙΑ ΠΡΟΣΩΠΟΠΟΙΗΜΕΝΗ ΣΕ ΑΥΤΟΝ ΤΟΝ ΑΝΘΡΩΠΟ. 
Φεύγοντας από τον ΑΓΕΝΗ ΣΤΑΘΜΑΡΧΗ……..είπα να βγάλω κάρτα για τον μήνα Νοέμβριο !!!!  
Στα 2 ταμεία ήταν δύο ηλικιωμένοι κύριοι…….. ο ένας έδινε μέσα από το τζάμι οδηγίες σε έναν κύριο για το πώς θα εκδώσει εισιτήριο……και ο άλλος έκανε κάτι στον υπολογιστή που είχε μπροστά του.  Όταν απευθύνθηκα σε αυτόν τον κύριο και του είπα ότι θέλω να βγάλω κάρτα για τον Νοέμβριο μήνα………..μου απάντησε ξερά……..ότι………..ΤΏΡΑ ΔΕΝ ΜΠΟΡΏ ΝΑ ΚΆΝΩ ΤΊΠΟΤΑ……….χωρίς καν να σηκώσει τα μάτια του ή να μου δώσει μια εναλλακτική……ήταν σκυμμένος στον υπολογιστή του….!!! 
Η ΑΓΕΝΙΑ ΣΤΟ ΜΕΓΑΛΕΙΟ Της…………..ΈΧΕΤΕ ΒΆΛΕΙ ΣΕ ΣΥΜΑΝΤΙΚΆ ΠΌΣΤΑ ΑΝΘΡΩΠΟΥΣ ΠΟΥ ΔΕΝ ΜΠΟΡΟΎΝ ΝΑ ΑΝΑΠΕΞΈΛΘΟΥΝ, ΧΩΡΙΣ ΔΙΆΘΕΣΗ ΓΙΑ ΔΟΥΛΕΙΑ…………ΜΕ ΤΗΝ ΝΟΟΤΡΟΠΙΑ ΤΟΥ ΔΗΜΟΣΙΟΥ ΥΠΑΛΛΗΛΟΥ……….!!!! 

ΚΑΤΆ ΤΑ ΆΛΛΑ ΔΙΑΦΗΜΊΖΕΤΑΙ ΤΗΝ ΓΡΗΓΟΡΗ ΕΞΥΠΗΡΈΤΗΣΗ ΤΟΥ ΚΟΙΝΟΥ…..AIRPORTAL…!!!
ΚΑΜΙΑ ΕΞΥΠΗΡΈΤΗΣΗ…….!!!! ΜΟΝΟ ΑΓΕΝΕΙΑ ΚΑΙ ΒΑΡΕΜΑΡΑ……….ΕΙΝΑΙ ΚΑΙ ΦΘΝΙΝΟΠΩΡΟ…….. ΤΙ ΘΑ ΓΙΝΕΙ ΤΟ ΚΑΛΟΚΑΙΡΙ ΜΕ ΤΟΣΟΥΣ ΤΟΥΡΙΣΤΕΣ ΠΟΥ ΥΠΟΔΕΧΟΜΑΣΤΕ !!!

Και κατεβαίνω να πάρω τον συρμό που ήταν στην πλατφόρμα…….ξεκινάμε και βλέπω ότι από την οροφή του συρμού έτρεχε νερό !!!! Ο συρμός / βαγόνι είχε Serial No. 73T326. 

Σε γενικότερα πλαίσια οι Σταθμάρχες των σταθμών που χρησιμοποιώ Πανεπιστήμιο, Κορυδαλλός είναι ΑΠΑΣΧΟΛΗΜΈΝΟΙ με τα ΚΙΝΗΤΆ ΤΟΥΣ….. Βγάζουν πίστες με παιχνίδια…!!! Και όταν τους χτυπάς το τζάμι δεν σηκώνουν ΠΟΤΈ ΑΜΕΣΩΣ ΤΟ ΚΕΦΆΛΙ ΤΟΥΣ………. ΠΕΡΙΜΈΝΟΥΝ ΜΉΠΩς ΦΎΓΕΙΣ………και μετά σηκώνουν το κεφάλι τους να σε ρωτήσουν τι θέλεις……………και πάντα όλους μα όλους του διακρίνει μια δυσαρέσκεια γιατί τους ενόχλησες….!!!! 
Μήπως πρέπει να τους εκπαιδεύσετε να  είναι αφοσιωμένοι στην δουλειά τους, ευγενικοί και πρόθυμοι να βοηθήσουν τους επιβάτες που ζητούν τις όποιες πληροφορίες……….(και να μην είναι αφοσιωμένοι στα κινητά τους ????)

Και κάτι άλλο, γιατί δεν φορούν μια στολή / μπλουζάκι που να μπορούμε να τους διακρίνουμε ότι είναι υπάλληλοι της ΑΤΤΙΚΟ ΜΕΤΡΟ ? 

Επίσης γιατί στους μεγάλους σταθμούς, πχ ΠΑΝΕΠΙΣΤΗΜΙΟ, ΜΟΝΑΣΤΗΡΑΚΙ, δεν υπάρχουν υπάλληλοι ΑΠΟ ΤΟ ΠΡΩΙ, να μας βοηθήσουν να βγάλουμε κάρτα, εισιτήρια, κλπ ????
….και κάτι άλλο………….γιατί δεν υπάρχουν υπάλληλοι στους Σταθμούς να μην επιτρέπουν σε αυτούς που δεν φοράνε μάσκα να μπαίνουν στους συρμούς ? Πριν από καιρό στο Μοναστηράκι………υπήρχαν security στην πλατφόρμα και σου έλεγαν να φορέσεις μάσκα, τώρα γιατί δεν υπάρχουν ?  πάρα πολύ επιβάτες δεν φορούν μάσκα……….γιατί ? γιατί δεν υπάρχει επιτήρηση …………Ο COVID-19 υπάρχει ανάμεσα μας…..δεν απαλλαγήκαμε από αυτό. 
Ελπίζω να ληφθούν υπόψη οι παραπάνω παρατηρήσεις μου για την καλύτερη λειτουργία του ΜΕΤΡΟ. 

Μετά τιμής, 
Δημητρία Αναστασιάδου",1,"(χτυπας,)"
488,"Γεια σας,
Ονομαζομαι Ελένη Χριστοδούλου και χρησιμοποιω το μετρό μεταφέροντας την κόρη μου, 3 ετών, με το καρότσι της. Το συμβαν δεν εγινε μια μονο φορα, ειναι ενα παραπονο που έχω γενικώς. Δεν υπαρχει ανελκυστηρας για την αλλαγή μπλε και κόκκινης γραμμης (και προς τις δυο κατευθύνσεις) στο μετρό Σύνταγμα. Το θεωρώ απαράδεκτο. Δεν έχω πώς να κατεβάσω/ανεβάσω το καρότσι πραματικά το σκέφτομαι καθε φορά που ειναι να χρησιμοποιήσω το μετρό. Βασίζομαι καθε φορά στη βοηθεια παρευρισκόμενων. Παρεμππτόντως, καθε φορα συναντάω τουλαχιστον αλλον ένα γονέα με το ιδιο πρόβλημα. Πραγματικά είναι ανάγκη για ανελκυστηρα στο σταθμο αυτο του μετρο (και σε κάθε σταθμο). Χθες χρησιμοποιησα τις κυλιόμενες για να μεταβώ απο την μπλε στην κόκκινη γραμμη και παραλιγο να πεσει το καρότσι με το παιδί μεσα από την κορυφή της κυλιόμενης!",1,"(χριστοδουλου,)"
489,"Απαράδεκτο 
Δεν ήρθε από Πανόρμου στις 5:44  το 1ο μετρό για αεροδρόμιο
Δεν ειδοποιηθήκαμε για καθυστέρηση 
Ήρθε στις 6:4  μπήκανε  στριμωγμένοι και  χωρίς Προειδοποίηση μας  άφησε στη Δουκίδης Πλακεντίας να πάρουμε τον προαστιακό 
Απαιτώ επιστροφή του εισιτηρίου 9 ευρώ
Και  30 ευρώ το ταξί 
Η πτήση μου χανόταν ή έπαιρνα ταξί το οποίο πήρα και οφείλετε μα με αποζημιώσετε
Αναμένω τον τρόπο που θα καταθέσετε 40 ευρώ",1,"(αποζημιωσετε,)"
490,"Καλησπέρα σας,

Απο την ημέρα που άνοιξε το κομμάτι ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ...ΠΕΙΡΑΙΑ...ΚΛΠ
η μπε αλλά και η κόκκινη γραμμή που παίρνω καθημερινά περίπου τις κάτωθι ώρες έχει πολύ μεγάλη διαφορά στον κόσμο.
η κίνηση είνα αφόριτη στο ΣΥΝΤΑΓΜΑ με αποτέλεσμα να συνοστίζεται ο κόσμος και να ταλαιπωρούμαστε καθημερινά και από τις δύο κατυθύνεις με το να συνοστίζονται στις αποβάθρες τουλάχιστον 100 άτομα.... κατεβαίνω τις σκάλες στο ΣΥΝΤΑΓΜΑ για να πάρω την μπλε γραμμή και ο κόσμος σχεδόν καθημερινά είναι σαν σαρδέλες με γεμάτη την αποβάθρα έως την σκάλα με κίνδυνο να χτυπήσουμε!

Πρέπει οπωσδήποτε να βάλετε πιο συχνά δρομολόγια αυτές τις ώρες

σας γράφω τις ώρες που βρίσκομαι στις αποβάθρες 
ΕΛΛΗΝΙΚΟ 8:00 - 8:30 ΠΡΟΣ ΣΥΝΤΑΓΜΑ
ΣΥΝΤΑΓΜΑ 8.30 - 9.00 ΠΡΟΣ ΝΟΜΙΣΜΑΤΟΚΟΠΙΟ
ΝΟΜΙΣΜΑΤΟΚΟΠΙΟ 17:10 - 17:40 ΠΡΟΣ ΣΥΝΤΑΓΜΑ
ΣΥΝΤΑΓΜΑ 17:30 - 18:00 ΠΡΟΣ ΕΛΛΗΝΙΚΟ

Σας παρακαλώ κάντε κάτι υπάρχει μεγάλο προβλημα, ο κόσμος έχει αυξηθεί πάρα πολύ!!! Δεν χωράμε στους συρμούς παρά μόνο στην αφετηρία!

Ευχαριστώ,",1,"(χτυπησουμε,)"
491,"Καλημέρα σας, είμαι δημόσιος υπάλληλος και για υπηρεσιακούς λόγους χρειάστηκε να ταξιδέψω αεροπορικώς χρησιμοποιώντας για κάποιες μετακινήσεις μου προς και από το αεροδρόμιο τον προαστιακό. Για την πληρωμή των εισιτηρίων αυτών, η υπηρεσία μου ζητά αποδείξεις αγοράς τους. Παρακαλώ όπως μου χορηγήσετε σχετικές αποδείξεις για τα κάτωθι εισιτήρια ώστε να μπορέσω να αποζημιωθώ για την αξία τους. Σας επισυνάπτω φωτογραφίες των εισητηρίων.
F804A560AA857180 11/9/2022
F804A614AA857180 19/9/2022
F8045BBA2A2B6781 25/9/2022
Σας ευχαριστώ
Σας ενημερώνω ότι απευθύνθηκα στην HELLENIKTRAIN και με παρέπεμψαν σε εσάς για την προαναφερόμενη εξυπηρέτησή μου.",1,"(αποζημιωθω,)"
492,"Καλημέρα σας, την ημερομηνία που σας προανέφερα σε εκτέλεση υπηρεσιακού ταξιδιού μου, εξέδωσα από το γκισέ του αεροδρομίου εισιτήριο ΟΑΣΑ με αριθμό F8043559B2567081 ώστε να επιβιβαστώ σε συρμό μετρό με κατεύθυνση την Αθήνα και αποβίβαση στο σταθμό της Ομόνοιας.
Επειδή μου ζητάνε απόδειξη έκδοσης του εισιτηρίου την οποία δεν έχω,  για να  αποζημιωθώ,  παρακαλώ όπως μου παραχωρήσετε κάποιο αποδεικτικό στοιχείο έκδοσης του εισιτηρίου μου. 
Ευχαριστώ
Αγνή Τριανταφυλλίδου",1,"(αποζημιωθω,)"
493,"Προσπάθησα να αγοράσω από το αυτόματο εκδοτήριο εισητηρίων που υπάρχει στο σταθμό Πειραιά το πολλαπλό εισητήριο (10+1) αξίας 12ευρώ μέσω κάρτας (η κάρτα λήγει σε **3544). Αφού πέρασα την κάρτα, η οθόνη έγραφε 'Σύνδεση' για αρκετή ώρα και στη συνέχεια εμφανίστηκε το μήνυμα  'Εξαντλήθηκε ο χρόνος'  και η συναλλαγή δεν πραγματοποιήθηκε επιτυχώς, ωστόσο χρεώθηκε κανονικά η κάρτα μου. 
Παρακαλώ πολύ να μου επιστραφούν τα 12 ευρώ άμεσα, σε διαφορετική περίπτωση θα κινηθούν όλες οι νομικές διαδικασίες.

Ευχαριστώ.",1,"(νομικες,)"
494,"Την 15/10/2022 η κόρη μου έβαλε στην προσωποποιημένη κάρτα της μισό εισητήριο για το Αεροδρόμιο από μηχάνημα σταθμού. Χτύπησε κανονικά το εισητήριο και φτάνοντας στο αεροδρόμιο δεν ανοίγαν οι μπάρες για να περάσει. 
Στην κάρτα είχε ήδη 2 εισητήρια μισά. Μετά από ενημέρωσή μου σε τηλεφωνική επικοινωνία με την υπηρεσία σας, μου εξήγησαν ότι αφού είχε ήδη εισητήρια μέσα στην κάρτα, του αεροδρομίου πήγε στην 2η θύρα οπότε για να χρησιμοποιηθεί έπρεπε να τελειώσουν πρώτα τις 1ης θύρας. 
Ερώτηση λοιπόν:  Πως μπορεί κάποιος που δικαιούται μισό εισητήριο για αεροδρόμιο να βγάλει μισό χωρίς πρόβλημα (αν υπάρχουν ήδη εισητήρια μέσα στην κάρτα του) αφού τα μισά εισητήρια φορτώνονται μόνο σε προσωποποιημένες κάρτες;  Πράγμα που δεν ισχύει στον προαστιακό γιατί μπορείς να αγοράσεις μισό εισητήριο κανονικά από το κισέ. 
Δεν είναι δυνατόν να μην μπορείς να περάσεις στο αεροδρόμιο και να αναγκάζονται οι επιβάτες να παρανομούν και να περνάνε μαζί με άλλους. 
Παρακαλώ για την απάντησή σας για να είμαστε ενήμεροι τι θα πρέπει να κάνουμε την επόμενη φορά. 
Σας ευχαριστώ εκ των προτέρων.",1,"(χτυπησε,)"
495,"Καλησπερα σας , θελω να καταγγειλω ενα περιστατικο που μου συνεβη σημερα 10/10/2022, με μια υπαλληλο στον σταθμο Αμπελοκηπων ( μπλε γραμμη) στο σημειο εκδοσης καρτων κλ στις 9:00 πμ. Περαν του γεγονοτος οτι η αναμονη στην ουρα ηταν ανω των 40 λεπτων , και η υπαλληλος εκανε λαθη με αποτελεσμα να επιστρεφουν πελατες για να διορθωθει το λαθος με αποτελεσμα να υπαρχουν εντασεις και φωνες οταν ηρθε η σειρα μου η υπαλληλος ξεσπασε πανω μου ολα της τα νευρα ηταν επιθετκικη , εριστικη και ΑΠΕΙΛΙΤΙΚΗ! Συγκεκριμενα οταν ηρθε η σειρα μου πολυ ευγενικα της δηλωσα οτι η προσωποιημενη καρτα μου δεν κανει επαφη , και τις περισσοτερες φορες δεν λειτουργει με αποτελεσμα να εχω προβλημα στις μετακινησεις μου οποτε χρειαζομαι νεα. Εκεινη αρχιζε να ορυεται και να μου λεει τι λες δεν εχεις κανει ανανεωση και δεν ξερεις να χρησιμοποιεις τη καρτα και δε σου βγαζω καρτα , και με καθυστερεις και εχεις ερθει εδω τζαμπα και αλλα πιο ""χοντρα""πραγματα . Της ειπα οτι δεν ειμαστε φιλες για να μου μιλαει ετσι και οτι απλα θελω να μου εκδοσει νεα καρτα. Εκει αρχισε να ορυεται παλι και να μου λεει οτι δεν θα μου μαθεις εσυ τι δουλεια μου , εκμεταλλευομενη την ευγενεια μου προσπαθουσε να ξεσπασει τα νευρα της πανω μου. Το αποκορυφημα το οποιο εχει και νομικες συνεπειες ηταν οταν της ζητησα να μου δωσει το ονοματεπωνυμο της ή καποιον αριθμο υπαλληλου ( οπως οφειλε να εχει πανω της ), και εκει ηταν που αρχισε τις απειλες οτι θα κρατησει τα στοιχεια μου ! και γενικα να με προσβαλλει και να φωναζει. Οπου αυτο θεωρειται κακουργημα (αν δεν κανω λαθος ). Απαιτω την αμεση απομακρυνση της απο την συγκεκριμενη θεση , οπου ερχεται σε επαφη με ανθρωπους , εφοσον δεν διαθετει τις ικανοτητες, ή οτι εσεις θεωρειται αναγκαιο. Δεν ειναι δυνατον για μια απλη υπηρεσια εκδοσης καρτας , να αντιμετωπιζω ολη αυτη την κακοποιητικη συμπεριφορα και τις παρανομες απειλες ενω απλα οφειλε να κανει την δουλεια της αμεσα και με ευγενεια , οπως την αντιμετωπισα κι εγω. Θα αναμενω την αμεση απαντηση σας, και αν χρειαστει θα προβω σε οποια αλλη νομικη ενεργεια. Ευχαριστω .",1,"(επιθετκικη, νομικες, νομικη)"
496,"Σταθμός Νέου Φαλήρου 4/10/22 16:35. Μόλις έβγαλα προσωποποιημένη κάρτα διαδρομών για ανέργους που χρειάζεται κάποιες μέρες για να ενεργοποιηθεί, στο σταθμό Πειραιά με άφησαν να περάσω για μια στάση γιατί είχα βεβαίωση ανεργίας. Όταν έφτασα στο νέο Φάληρο ο Υπάλληλος που ήταν στον πρώτο όροφο δεν μου άνοιξε ενώ του εξήγησα πως έχω ενεργό δελτίο και την κάρτα στα χέρια μου που ήθελε ενεργοποίηση. Μου μίλησε με τον χειρότερο τρόπο και μου είπε να βγάλω εισιτήριο για να βγω κάτι που δεν γινόταν γιατί τα εκδοτήρια ήταν απ' έξω με αποτέλεσμα να πηδήξω τις πόρτες και στραμπουληξω τον αστράγαλο μου ενώ έχω συνεντεύξεις για δουλειά. Ενώ δεν μου είπε το όνομα του όταν το ζήτησα. Ζήτω τα στοιχεία του υπαλλήλου σας για να καταθέσω μήνυση αλλιώς θα καταθέσω προς όλη την εταιρεία.",1,"(μηνυση,)"
497,Καλημέρα σας. Σήμερα 31/10 στις 11:01 ακριβώς το πρωί περίμενα στη στάση Σαχτούρη προς τέρμα το λεωφορείο 826. Μόλις είδα το λεωφορείο να πλησιάζει σήκωσα το χέρι μου μέχρι να σταματήσει γιατί γνωρίζω πολύ καλά ότι ακόμη κι αν υπάρχει κόσμος στη στάση ο οδηγός αν δεν έχεις σηκώσει το χέρι σου δε σταματάει. Ο οδηγός (άντρας ήταν) αφού σταμάτησε λίγα μέτρα μετά τη στάση άφησε μια κυρία να βγει και εμένα δε με άφησε να μπω και ούτε άνοιξε την πίσω πόρτα. Και άρχισα να του φωνάζω να σταματήσει για να μπω και να τρέχω μέχρι την επόμενη στάση  αλλά εκείνος απλά έφυγε. Λυπάμαι πολύ για τη συμπεριφορά του συγκεκριμένου κυρίου ο οποίος με έβαλε σε προβλήματα καθυστέρησης. Γνωρίζω ότι μπορείτε να βρείτε ποιος είχε υπηρεσία εκείνη την ώρα στη συγκεκριμένη γραμμή και ελπίζω να γίνει η ανάλογη σύσταση/παρατήρηση για να μπορούν όλοι να κάνουν ορθά τη δουλειά τους και να αποζημιωθώ έστω ηθικά . Σας ευχαριστώ εκ των προτέρων.,1,"(αποζημιωθω,)"
